Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
8-August-2018,638.45,644.55,623.00,625.10,633.003500787677227376,5713,245,3616349.00,2120,37.11,21.55,-13.35
7-August-2018,658.00,662.00,631.00,633.50,641.516876854599406528,10784,342,6918118.00,4394,40.75,31.00,-24.50
6-August-2018,685.55,685.55,643.70,649.10,663.821080343213728549,20512,639,13616298.00,8428,41.09,41.85,-36.45
3-August-2018,634.05,686.00,630.05,672.80,669.867667385004087092,67285,2174,45072046.00,13746,20.43,55.95,38.75
2-August-2018,640.70,642.00,622.30,627.80,633.350375626043405676,4792,208,3035015.00,586,12.23,19.70,-12.90
1-August-2018,633.90,649.95,632.00,638.60,641.507626701656552402,6097,260,3911272.00,3849,63.13,17.95,4.70
31-July-2018,651.35,651.95,610.00,630.75,630.145446284329563812,19808,830,12481921.00,5702,28.79,41.95,-20.60
30-July-2018,629.00,656.85,629.00,647.95,648.718274111675126903,1576,111,1022380.00,473,30.01,27.85,18.95
27-July-2018,658.50,663.35,632.00,644.75,648.420302450895185120,5753,276,3730362.00,2147,37.32,31.35,-13.75
26-July-2018,659.00,668.65,651.00,657.60,659.113004816598740274,2699,144,1778946.00,1194,44.24,17.65,-1.40
25-July-2018,661.55,663.00,651.15,654.25,657.938510189739985945,2846,189,1872493.00,1118,39.28,11.85,-7.30
24-July-2018,695.00,695.00,660.25,668.15,674.636112913692407527,6164,314,4158457.00,2279,36.97,34.75,-26.85
23-July-2018,681.35,713.00,662.75,677.35,684.210684823883723975,30548,1726,20901268.00,5367,17.57,50.25,-4.00
20-July-2018,670.25,684.95,670.20,677.35,677.095238095238095238,3066,134,2075974.00,1288,42.01,14.75,7.10
19-July-2018,684.40,684.40,670.00,676.55,674.515736766809728183,1398,88,942973.00,579,41.42,14.40,-7.85
18-July-2018,690.85,703.00,675.00,684.90,693.244184206361766102,6319,277,4380610.00,2161,34.20,28.00,-5.95
17-July-2018,685.00,704.00,676.50,687.10,691.306091666380994823,29171,930,20166090.00,1797,6.16,27.50,2.10
16-July-2018,699.55,699.55,665.35,672.00,682.454136690647482014,17792,606,12142224.00,6916,38.87,34.20,-27.55
13-July-2018,724.25,724.25,697.00,705.80,707.314941103533787972,6452,401,4563596.00,1676,25.98,27.25,-18.45
12-July-2018,691.15,738.75,691.15,724.25,729.562346306436276599,30499,1250,22250922.00,5139,16.85,47.60,33.10
11-July-2018,712.95,722.35,692.00,697.70,706.629105322763306908,5298,234,3743721.00,2483,46.87,30.35,-15.25
10-July-2018,717.15,734.35,717.10,721.15,726.408847676293798563,27284,952,19819339.00,9364,34.32,17.25,4.00
9-July-2018,719.90,755.00,709.80,718.90,735.662183257383433986,63419,1996,46654960.00,6031,9.51,45.20,-1.00
6-July-2018,709.10,722.00,694.85,703.20,709.010429447852760736,14670,878,10401183.00,2115,14.42,27.15,-5.90
5-July-2018,659.00,746.00,659.00,724.80,727.999629061356623783,118618,4735,86353860.00,18546,15.64,87.00,65.80
4-July-2018,666.35,666.35,648.00,652.45,654.140062249888839484,2249,126,1471161.00,1151,51.18,18.35,-13.90
3-July-2018,658.00,668.85,652.00,661.05,660.487595419847328244,4192,279,2768764.00,807,19.25,16.85,3.05
2-July-2018,673.75,677.20,662.00,664.95,668.684334511189634864,2547,127,1703139.00,1390,54.57,15.20,-8.80
29-June-2018,675.65,682.40,661.50,679.35,673.819554848966613672,2516,116,1695330.00,919,36.53,20.90,3.70
28-June-2018,681.00,681.05,656.00,661.45,667.013037511436413540,4372,184,2916181.00,1696,38.79,25.05,-19.55
27-June-2018,698.05,698.05,665.00,679.95,681.407743496672716273,4959,263,3379101.00,1241,25.03,33.05,-18.10
26-June-2018,703.90,706.00,690.30,695.85,698.817603393425238600,1886,115,1317970.00,749,39.71,15.70,-8.05
25-June-2018,701.15,713.45,697.55,700.15,704.666837256908904810,5862,251,4130757.00,2270,38.72,15.90,-1.00
22-June-2018,707.70,710.00,688.10,703.75,700.491719745222929936,4710,218,3299316.00,731,15.52,21.90,-3.95
21-June-2018,722.20,722.45,697.60,705.60,712.543296556335673687,2991,135,2131217.00,1024,34.24,24.85,-16.60
20-June-2018,716.85,727.25,716.85,721.30,720.935356200527704485,1516,66,1092938.00,650,42.88,10.40,4.45
19-June-2018,732.00,737.00,713.00,716.85,726.443573185731857318,6504,281,4724789.00,2464,37.88,24.00,-15.15
18-June-2018,728.00,737.00,716.00,730.20,727.720685559137960291,5893,185,4288458.00,2400,40.73,21.00,2.20
15-June-2018,729.05,735.85,715.50,722.20,726.159715639810426540,2110,93,1532197.00,1025,48.58,20.35,-6.85
14-June-2018,730.30,737.95,720.00,728.50,727.659492697924673328,1301,96,946685.00,619,47.58,17.95,-1.80
13-June-2018,729.75,740.00,722.00,729.05,732.947702539298669891,3308,183,2424591.00,1121,33.89,18.00,-0.70
12-June-2018,734.45,747.90,723.90,728.50,734.425550355347547235,5769,328,4236901.00,2193,38.01,24.00,-5.95
11-June-2018,768.00,770.00,722.35,737.40,754.170073538576592297,16046,471,12101413.00,6102,38.03,47.65,-30.60
8-June-2018,760.00,777.00,753.00,768.25,764.688918558077436582,29211,653,22337328.00,5286,18.10,24.00,8.25
7-June-2018,768.00,779.60,765.30,769.60,771.277777777777777777,3888,206,2998728.00,1328,34.16,14.30,1.60
6-June-2018,736.30,760.00,725.00,754.45,751.315116410275698649,26587,943,19975215.00,5314,19.99,35.00,18.15
5-June-2018,758.45,759.00,714.00,733.30,733.563287153652392947,6352,284,4659594.00,2660,41.88,45.00,-25.15
4-June-2018,789.00,790.50,745.60,753.85,776.184830417359006939,20462,531,15882294.00,2947,14.40,44.90,-35.15
1-June-2018,810.00,810.00,788.00,790.70,795.282115171650055370,3612,126,2872559.00,786,21.76,22.00,-19.30
31-May-2018,829.00,829.00,801.30,806.90,812.401127668143374949,4966,207,4034384.00,1910,38.46,27.70,-22.10
30-May-2018,811.65,838.20,811.65,820.40,827.417240361919748229,20336,707,16826357.00,5414,26.62,26.55,8.75
29-May-2018,802.20,824.70,797.00,811.65,812.760054873105942507,16037,597,13034233.00,3996,24.92,27.70,9.45
28-May-2018,805.00,813.85,797.95,802.20,805.976129650327319176,12526,340,10095657.00,3306,26.39,15.90,-2.80
25-May-2018,780.95,805.00,774.00,797.85,796.042247336871444389,52382,1303,41698285.00,5878,11.22,31.00,16.90
24-May-2018,792.00,802.60,772.00,782.80,782.933416636915387361,5602,310,4385993.00,1886,33.67,30.60,-9.20
23-May-2018,799.45,810.00,785.00,792.00,803.324980883477442503,34002,987,27314656.00,3663,10.77,25.00,-7.45
22-May-2018,791.70,804.30,777.45,797.55,795.261795615430193033,32067,1472,25501660.00,4952,15.44,26.85,5.85
21-May-2018,833.25,838.45,777.75,791.70,799.133167907361455748,19344,858,15458432.00,5210,26.93,60.70,-41.55
18-May-2018,844.30,862.10,834.40,839.10,853.731597500959826882,28651,904,24460264.00,6411,22.38,27.70,-5.20
17-May-2018,832.10,852.00,828.70,841.90,844.375609485200199922,90035,2423,76023358.00,14081,15.64,23.30,9.80
16-May-2018,842.65,848.15,809.55,821.20,830.367151842684892935,44039,1340,36568539.00,18596,42.23,38.60,-21.45
15-May-2018,842.00,870.00,800.70,854.05,860.352573742047426257,164255,3540,141317212.00,28261,17.21,69.30,12.05
14-May-2018,825.00,871.00,805.00,841.70,840.452540412922498735,83018,3325,69772689.00,16911,20.37,66.00,16.70
11-May-2018,792.00,805.00,780.00,796.35,794.844392900363049616,19832,1023,15763354.00,8640,43.57,25.00,4.35
10-May-2018,760.00,812.60,759.50,782.35,793.834008258692573161,50129,2672,39794105.00,13680,27.29,53.10,22.35
9-May-2018,736.45,768.15,736.45,755.05,754.203382611319147425,56347,1659,42497098.00,17756,31.51,31.70,18.60
8-May-2018,743.40,762.75,733.00,740.00,753.657728590830672099,54486,1083,41063795.00,12018,22.06,29.75,-3.40
7-May-2018,728.00,749.00,720.70,741.60,744.101847679134745380,46599,1483,34674402.00,7083,15.20,28.30,13.60
4-May-2018,711.65,730.00,702.75,724.00,723.529243278203825187,21646,690,15661514.00,6441,29.76,27.25,12.35
3-May-2018,725.00,728.45,706.10,713.10,719.557531380753138075,2868,205,2063691.00,787,27.44,22.35,-11.90
2-May-2018,730.30,747.00,712.95,718.55,728.834495662527640755,5879,360,4284818.00,813,13.83,34.05,-11.75
30-April-2018,735.55,739.50,721.00,723.95,730.206636500754147812,3315,241,2420635.00,1309,39.49,18.50,-11.60
27-April-2018,743.00,744.75,727.95,729.10,734.943002408348943002,3737,259,2746482.00,675,18.06,16.80,-13.90
26-April-2018,737.95,748.90,728.00,743.90,738.757105089226701916,6052,303,4470958.00,1911,31.58,20.90,5.95
25-April-2018,757.00,757.00,729.00,737.25,744.056839712012125805,5278,347,3927132.00,1595,30.22,28.00,-19.75
24-April-2018,735.20,770.30,735.20,757.00,761.233540522599722406,33142,1400,25228802.00,4481,13.52,35.10,21.80
23-April-2018,731.80,747.40,725.95,734.35,738.186486486486486486,2960,159,2185032.00,709,23.95,21.45,2.55
20-April-2018,733.50,757.55,726.00,736.10,739.359931673987310883,8196,502,6059794.00,2086,25.45,31.55,2.60
19-April-2018,736.40,746.45,719.65,742.95,735.652091677792612372,8988,411,6612041.00,2031,22.60,26.80,6.55
18-April-2018,750.50,754.00,727.35,733.15,738.565501165501165501,2145,141,1584223.00,677,31.56,26.65,-17.35
17-April-2018,768.10,768.10,743.50,746.15,755.833393697935530604,8283,450,6260568.00,2810,33.92,24.60,-21.95
16-April-2018,751.35,789.00,750.00,763.30,776.037131127089618254,44087,1542,34213149.00,5542,12.57,39.00,11.95
13-April-2018,738.50,769.95,737.80,758.75,761.340318499776752492,33595,1470,25577228.00,4635,13.80,32.15,20.25
12-April-2018,726.60,751.00,723.10,735.50,740.301823991479163892,7511,350,5560407.00,2738,36.45,27.90,8.90
11-April-2018,738.00,749.00,720.00,729.60,727.245105716523101018,3831,198,2786076.00,1249,32.60,29.00,-8.40
10-April-2018,748.00,751.05,733.35,736.35,742.518940331765288437,4039,204,2999034.00,1210,29.96,17.70,-11.65
9-April-2018,735.55,756.90,735.50,746.45,749.580523402113739305,15896,460,11915332.00,1934,12.17,21.40,10.90
6-April-2018,740.00,747.65,731.00,739.30,739.997427595689005189,22547,700,16684722.00,9716,43.09,16.65,-0.70
5-April-2018,731.40,756.00,728.00,749.35,746.940115476981247764,19571,700,14618365.00,6359,32.49,28.00,17.95
4-April-2018,720.00,742.25,710.00,714.85,725.687381703470031545,19020,895,13802574.00,3788,19.92,32.25,-5.15
3-April-2018,675.00,729.40,666.75,720.15,713.275264755262818029,61944,2013,44183123.00,5838,9.42,62.65,45.15
2-April-2018,660.00,691.00,660.00,686.05,680.817916438606093778,16443,489,11194689.00,2939,17.87,31.00,26.05
28-March-2018,675.00,675.00,649.95,657.80,662.888129102844638949,3656,120,2423519.00,1240,33.92,25.05,-17.20
27-March-2018,662.00,674.30,662.00,667.50,668.074852817493692178,5945,195,3971705.00,2883,48.49,12.30,5.50
26-March-2018,665.00,681.00,650.00,663.10,659.555404974489795918,12544,484,8273463.00,5262,41.95,31.00,-1.90
23-March-2018,656.60,667.90,650.10,656.45,657.706904231625835189,6735,268,4429656.00,2307,34.25,17.80,-0.15
22-March-2018,670.05,690.00,663.10,668.70,675.853862776877363587,3702,161,2502011.00,1550,41.87,26.90,-1.35
21-March-2018,672.00,682.10,659.80,668.10,670.398104265402843601,8862,202,5941068.00,6839,77.17,22.30,-3.90
20-March-2018,673.00,675.00,651.00,659.05,662.431069266980497646,2974,171,1970070.00,1384,46.54,24.00,-13.95
19-March-2018,685.95,689.95,668.35,679.80,676.909672727272727272,6875,164,4653754.00,3259,47.40,21.60,-6.15
16-March-2018,699.75,714.35,688.50,690.65,699.499839692209041359,6238,258,4363480.00,2510,40.24,25.85,-9.10
15-March-2018,687.05,708.95,680.00,697.25,695.325049701789264413,8048,414,5595976.00,1625,20.19,28.95,10.20
14-March-2018,690.00,694.35,675.75,681.35,686.010728218465539661,12304,400,8440676.00,4562,37.08,18.60,-8.65
13-March-2018,670.00,695.65,670.00,691.80,685.490616889598722299,10018,380,6867245.00,3378,33.72,25.65,21.80
12-March-2018,660.00,671.20,654.95,665.10,663.118545985729535367,17799,527,11802847.00,6017,33.81,16.25,5.10
9-March-2018,675.00,675.10,654.75,661.15,662.539167806212150810,5119,173,3391538.00,2942,57.47,20.35,-13.85
8-March-2018,669.20,679.15,653.15,672.10,662.774857562947987502,5441,239,3606158.00,1250,22.97,26.00,2.90
7-March-2018,671.35,676.05,661.25,665.60,666.356995460173338836,2423,109,1614583.00,970,40.03,14.80,-5.75
6-March-2018,694.00,702.55,677.10,678.70,687.534604519774011299,1416,89,973549.00,442,31.21,25.45,-15.30
5-March-2018,705.80,705.80,681.95,690.70,691.799862684517679368,2913,144,2015213.00,1364,46.82,23.85,-15.10
1-March-2018,707.30,716.45,701.05,706.70,708.369806198627554483,13261,485,9393692.00,2029,15.30,15.40,-0.60
28-February-2018,700.15,707.00,696.85,703.10,701.071444419791435544,4507,171,3159729.00,2485,55.14,10.15,2.95
27-February-2018,706.50,716.30,698.00,706.80,704.447355807637002716,12518,438,8818272.00,3752,29.97,18.30,0.30
26-February-2018,690.00,718.00,690.00,703.15,710.039610652967419224,7397,356,5252163.00,1864,25.20,28.00,13.15
23-February-2018,683.95,709.00,679.70,697.25,700.164996890762108754,14473,530,10133488.00,3822,26.41,29.30,13.30
22-February-2018,668.00,685.55,665.00,676.50,677.438394938394938394,12012,429,8137390.00,2312,19.25,20.55,8.50
21-February-2018,690.00,690.00,660.05,670.80,669.490898550724637681,8625,325,5774359.00,1744,20.22,29.95,-19.20
20-February-2018,676.90,682.00,666.85,676.55,675.103073579633654144,9663,437,6523521.00,2755,28.51,15.15,-0.35
19-February-2018,720.00,722.00,636.50,672.20,680.355036112000569253,28107,1058,19122739.00,5230,18.61,85.50,-47.80
16-February-2018,750.00,750.00,711.25,718.35,731.505444537513461768,16714,611,12226382.00,1997,11.95,38.75,-31.65
15-February-2018,768.40,769.80,733.35,739.30,753.235948116121062384,12952,497,9755912.00,1456,11.24,36.45,-29.10
14-February-2018,768.60,779.25,752.00,762.20,766.389705430170346227,16261,722,12462263.00,1798,11.06,27.25,-6.40
12-February-2018,760.00,777.00,758.15,765.60,766.572486360093530787,20528,860,15736200.00,4042,19.69,18.85,5.60
9-February-2018,715.00,775.35,700.00,760.40,753.771735270379338175,61950,2227,46696159.00,8090,13.06,75.35,45.40
8-February-2018,682.00,741.95,680.25,732.90,711.963436477055154097,48573,1539,34582200.00,13787,28.38,61.70,50.90
7-February-2018,686.10,706.40,672.70,679.75,685.402345317965479671,34878,989,23905463.00,7691,22.05,33.70,-6.35
6-February-2018,669.00,693.90,644.95,684.00,659.411455545282008856,20549,659,13550246.00,5370,26.13,48.95,15.00
5-February-2018,671.00,687.00,661.00,679.15,678.574515983791085096,19989,713,13564026.00,4995,24.99,26.00,8.15
2-February-2018,678.00,699.00,643.20,677.05,675.167032459281506295,69256,2334,46759368.00,15629,22.57,55.80,-0.95
1-February-2018,709.95,717.90,678.70,688.60,694.593832736333904376,19263,799,13379961.00,6202,32.20,39.20,-21.35
31-January-2018,700.90,730.00,700.90,715.85,719.008979398210897262,29512,1294,21219393.00,6938,23.51,29.10,14.95
30-January-2018,700.05,724.00,678.80,691.20,694.772886222254941657,54334,1839,37749790.00,14351,26.41,45.20,-8.85
29-January-2018,766.15,772.85,720.00,736.20,757.695636742227059770,42262,1413,32021733.00,10718,25.36,52.85,-29.95
25-January-2018,758.00,792.00,752.55,760.05,766.762310395063844373,58345,1803,44736747.00,8726,14.96,39.45,2.05
24-January-2018,826.40,836.75,751.10,765.90,793.890686588282855506,118732,3984,94260229.00,31445,26.48,85.65,-60.50
23-January-2018,819.50,846.00,809.00,830.95,834.310940680136404685,74191,2056,61898363.00,23011,31.02,37.00,11.45
22-January-2018,789.95,816.40,784.50,801.05,803.044395061728395061,20250,606,16261649.00,4269,21.08,31.90,11.10
19-January-2018,794.95,805.60,764.00,791.75,784.741561594486647349,25538,713,20040730.00,5390,21.11,41.60,-3.20
18-January-2018,815.00,819.50,778.85,787.35,803.230003498393919155,31443,892,25255961.00,6360,20.23,40.65,-27.65
17-January-2018,816.05,829.90,804.00,812.80,815.456271824851885274,25487,809,20783534.00,9353,36.70,25.90,-3.25
16-January-2018,833.70,855.00,813.00,815.00,833.906167514879668765,57965,1638,48337371.00,20216,34.88,42.00,-18.70
15-January-2018,845.00,847.05,822.50,825.15,831.953360706953494599,22406,558,18640747.00,3903,17.42,24.55,-19.85
12-January-2018,850.00,855.95,828.55,842.30,845.091136896006972816,36714,1103,31026676.00,11493,31.30,27.40,-7.70
11-January-2018,834.00,849.90,822.30,830.45,833.166633916290037335,15267,507,12719955.00,4329,28.36,27.60,-3.55
10-January-2018,859.90,865.00,821.00,830.75,843.382668711656441717,20864,720,17596336.00,5014,24.03,44.00,-29.15
9-January-2018,823.85,866.95,813.70,852.45,850.520485429467404329,39223,1270,33359965.00,9049,23.07,53.25,28.60
8-January-2018,833.65,840.15,808.00,816.65,820.386451222197753798,36328,954,29802999.00,10025,27.60,32.15,-17.00
5-January-2018,850.00,855.70,827.60,833.65,836.622759947352434949,9877,298,8263323.00,3027,30.65,28.10,-16.35
4-January-2018,864.70,875.00,835.00,842.40,855.586197909879857183,38371,1272,32829698.00,10696,27.88,40.00,-22.30
3-January-2018,790.00,876.00,790.00,852.30,849.175103384251835597,59245,1996,50309379.00,12093,20.41,86.00,62.30
2-January-2018,808.00,820.00,788.90,792.65,800.810437248039693439,22573,826,18076694.00,5632,24.95,31.10,-15.35
1-January-2018,835.00,838.80,815.00,816.20,821.367232823093590550,14307,505,11751301.00,3853,26.93,23.80,-18.80
29-December-2017,850.60,856.95,826.30,835.75,838.296323350377404431,28749,873,24100181.00,6181,21.50,30.65,-14.85
28-December-2017,859.75,867.05,839.15,847.95,849.310512813868518566,38591,1277,32775742.00,6748,17.49,27.90,-11.80
27-December-2017,874.00,884.55,854.10,860.55,873.486205378859829970,43169,1322,37707526.00,6481,15.01,30.45,-13.45
26-December-2017,892.30,892.30,869.50,874.35,875.224627980021626074,38842,1276,33995475.00,6819,17.56,22.80,-17.95
22-December-2017,895.10,920.00,875.15,887.95,900.582279486642448053,138461,4418,124695523.00,16682,12.05,44.85,-7.15
21-December-2017,810.00,888.80,804.05,880.70,854.402969156605946845,117205,4285,100140300.00,19678,16.79,84.75,70.70
20-December-2017,805.55,820.95,800.80,808.50,809.578535586953651129,30292,917,24523753.00,4296,14.18,20.15,2.95
19-December-2017,800.00,810.20,796.05,803.15,802.999150851271600220,23553,955,18913039.00,3282,13.93,14.15,3.15
18-December-2017,797.05,815.75,775.15,786.90,796.938021950559176958,48017,1585,38266573.00,9673,20.14,40.60,-10.15
15-December-2017,804.10,823.20,794.00,797.50,811.485448927532066252,55666,1822,45172149.00,9768,17.55,29.20,-6.60
14-December-2017,787.80,810.25,785.50,802.95,798.954016881528560258,99754,3087,79698859.00,25035,25.10,24.75,15.15
13-December-2017,807.90,812.85,777.90,786.90,797.901047012933689180,19484,767,15546304.00,3943,20.24,34.95,-21.00
12-December-2017,820.00,833.80,802.00,808.70,816.553413259371924487,22354,696,18253235.00,6477,28.97,31.80,-11.30
11-December-2017,837.35,838.10,817.00,827.25,826.768421700086111452,32516,1132,26883202.00,6332,19.47,21.10,-10.10
8-December-2017,826.05,840.00,810.00,833.10,830.968685561800024259,49466,1393,41104697.00,16110,32.57,30.00,7.05
7-December-2017,813.00,821.95,788.45,812.40,806.699796620018401045,41302,1197,33318315.00,7170,17.36,33.50,-0.60
6-December-2017,849.70,851.50,760.00,785.85,806.818829978644335704,59469,1809,47980709.00,13808,23.22,91.50,-63.85
5-December-2017,856.00,862.00,829.50,847.30,846.955904444363023485,54586,1561,46231935.00,4750,8.70,32.50,-8.70
